Timestamp;Temperature
2022-11-30T14:50:08.216587;264.8
2022-11-30T14:50:08.750011;260.9
2022-11-30T14:50:09.272035;257.3
2022-11-30T14:50:09.800961;254.0
2022-11-30T14:50:10.316489;250.2
2022-11-30T14:50:10.836593;246.9
2022-11-30T14:50:27.393141;239.7
2022-11-30T14:50:44.055134;400.0
2022-11-30T14:50:44.583563;400.0
2022-11-30T14:50:45.099410;400.0
2022-11-30T14:50:45.632038;400.0
2022-11-30T14:50:46.155153;400.0
2022-11-30T14:50:46.686755;400.0
2022-11-30T14:50:47.219333;395.5
2022-11-30T14:50:47.740965;386.1
2022-11-30T14:50:48.275038;376.2
2022-11-30T14:50:48.805063;366.9
2022-11-30T14:50:49.319730;358.2
2022-11-30T14:50:49.841707;349.8
2022-11-30T14:50:50.362932;342.0
2022-11-30T14:50:50.881632;334.4
2022-11-30T14:50:51.411958;327.0
2022-11-30T14:50:51.944905;319.8
2022-11-30T14:50:52.460273;313.1
2022-11-30T14:50:52.977049;306.8
2022-11-30T14:50:53.500185;300.2
2022-11-30T14:50:54.021214;293.7
2022-11-30T14:50:54.544586;287.5
2022-11-30T14:50:55.065327;281.5
2022-11-30T14:50:55.613198;275.6
2022-11-30T14:50:56.146445;269.9
2022-11-30T14:50:56.679367;264.9
2022-11-30T14:50:57.212893;260.6
2022-11-30T14:50:57.746263;256.1
2022-11-30T14:50:58.264877;251.7
2022-11-30T14:50:58.796651;247.5
2022-11-30T14:51:17.231898;186.7
2022-11-30T14:51:33.467403;294.5
2022-11-30T14:51:33.991375;294.5
2022-11-30T14:51:34.510586;287.6
2022-11-30T14:51:35.032701;282.5
2022-11-30T14:51:35.551248;279.3
2022-11-30T14:51:36.071358;276.4
2022-11-30T14:51:36.605467;272.8
2022-11-30T14:51:37.127847;269.0
2022-11-30T14:51:37.659209;265.3
2022-11-30T14:51:38.180122;261.7
2022-11-30T14:51:38.712790;258.2
2022-11-30T14:51:39.233199;255.1
2022-11-30T14:51:39.753013;251.6
2022-11-30T14:51:40.268568;248.5
2022-11-30T14:51:56.789635;287.7
2022-11-30T14:51:57.318806;285.0
2022-11-30T14:51:57.838040;281.5
2022-11-30T14:51:58.354656;277.9
2022-11-30T14:51:58.886892;274.2
2022-11-30T14:51:59.410547;270.5
2022-11-30T14:51:59.942580;266.9
2022-11-30T14:52:00.461314;263.6
2022-11-30T14:52:00.996384;259.9
2022-11-30T14:52:01.516228;256.6
2022-11-30T14:52:02.038614;253.3
2022-11-30T14:52:02.563583;250.0
2022-11-30T14:52:18.831129;285.1
2022-11-30T14:52:19.360718;289.2
2022-11-30T14:52:19.879507;284.6
2022-11-30T14:52:20.398610;280.6
2022-11-30T14:52:20.930755;277.0
2022-11-30T14:52:21.452135;273.9
2022-11-30T14:52:21.971657;270.5
2022-11-30T14:52:22.487358;267.3
2022-11-30T14:52:23.020253;263.8
2022-11-30T14:52:23.551820;261.0
2022-11-30T14:52:24.071629;257.9
2022-11-30T14:52:24.598370;254.8
2022-11-30T14:52:25.126158;251.9
2022-11-30T14:52:25.656002;248.7
2022-11-30T14:52:42.509953;201.2
2022-11-30T14:52:58.956599;350.4
2022-11-30T14:52:59.486981;339.0
2022-11-30T14:53:00.023528;329.5
2022-11-30T14:53:00.545835;321.6
2022-11-30T14:53:01.068784;314.3
2022-11-30T14:53:01.589883;307.4
2022-11-30T14:53:02.110184;300.9
2022-11-30T14:53:02.642636;294.6
2022-11-30T14:53:03.162664;288.7
2022-11-30T14:53:03.690779;282.9
2022-11-30T14:53:04.214754;277.5
2022-11-30T14:53:04.757483;272.1
2022-11-30T14:53:05.286557;267.1
2022-11-30T14:53:05.817614;262.3
2022-11-30T14:53:06.347928;257.6
2022-11-30T14:53:06.879634;253.3
2022-11-30T14:53:07.398167;249.0
2022-11-30T14:53:24.207221;228.3
2022-11-30T14:53:40.745835;228.7
2022-11-30T14:53:57.334798;400.0
2022-11-30T14:53:57.858710;400.0
2022-11-30T14:53:58.375415;400.0
2022-11-30T14:53:58.906825;400.0
2022-11-30T14:53:59.436283;400.0
2022-11-30T14:53:59.954528;400.0
2022-11-30T14:54:00.484369;400.0
2022-11-30T14:54:01.016479;400.0
2022-11-30T14:54:01.538955;400.0
2022-11-30T14:54:02.066826;400.0
2022-11-30T14:54:02.583746;399.1
2022-11-30T14:54:03.103956;392.6
2022-11-30T14:54:03.624056;385.7
2022-11-30T14:54:04.154563;379.1
2022-11-30T14:54:04.688055;372.6
2022-11-30T14:54:05.208397;366.1
2022-11-30T14:54:05.732472;360.1
2022-11-30T14:54:06.263298;353.7
2022-11-30T14:54:06.781885;347.5
2022-11-30T14:54:07.298853;342.0
2022-11-30T14:54:07.841517;335.7
2022-11-30T14:54:08.359462;330.1
2022-11-30T14:54:08.892958;324.2
2022-11-30T14:54:09.422627;318.3
2022-11-30T14:54:09.953650;312.7
2022-11-30T14:54:10.472590;307.1
2022-11-30T14:54:11.004919;301.4
2022-11-30T14:54:11.536013;295.9
2022-11-30T14:54:12.067175;291.0
2022-11-30T14:54:12.602352;285.8
2022-11-30T14:54:13.120734;281.0
2022-11-30T14:54:13.652787;276.2
2022-11-30T14:54:14.185152;271.5
2022-11-30T14:54:14.705838;267.1
2022-11-30T14:54:15.228816;262.9
2022-11-30T14:54:15.746586;258.5
2022-11-30T14:54:16.264227;254.5
2022-11-30T14:54:16.785906;250.3
2022-11-30T14:54:17.307088;246.6
2022-11-30T14:54:35.996329;189.6
2022-11-30T14:54:52.585298;345.1
2022-11-30T14:54:53.112105;334.3
2022-11-30T14:54:53.634861;326.4
2022-11-30T14:54:54.152864;319.6
2022-11-30T14:54:54.685067;313.2
2022-11-30T14:54:55.206100;307.2
2022-11-30T14:54:55.725331;301.2
2022-11-30T14:54:56.243903;295.9
2022-11-30T14:54:56.773921;290.6
2022-11-30T14:54:57.294691;285.4
2022-11-30T14:54:57.828152;280.7
2022-11-30T14:54:58.344169;276.0
2022-11-30T14:54:58.865106;271.2
2022-11-30T14:54:59.384072;266.7
2022-11-30T14:54:59.915621;262.3
2022-11-30T14:55:00.436511;257.9
2022-11-30T14:55:00.972849;253.8
2022-11-30T14:55:01.506636;249.5
2022-11-30T14:55:18.579885;303.4
2022-11-30T14:55:19.104836;292.8
2022-11-30T14:55:19.637549;287.1
2022-11-30T14:55:20.158126;282.0
2022-11-30T14:55:20.688058;277.3
2022-11-30T14:55:21.209370;272.9
2022-11-30T14:55:21.726590;268.7
2022-11-30T14:55:22.240535;264.7
2022-11-30T14:55:22.773707;261.0
2022-11-30T14:55:23.293688;257.2
2022-11-30T14:55:23.827390;253.6
2022-11-30T14:55:24.347446;250.0
2022-11-30T14:55:40.596997;302.0
2022-11-30T14:55:41.122317;306.9
2022-11-30T14:55:41.651916;304.5
2022-11-30T14:55:42.171882;301.0
2022-11-30T14:55:42.703432;297.9
2022-11-30T14:55:43.219216;295.0
2022-11-30T14:55:43.738600;291.6
2022-11-30T14:55:44.269927;288.2
2022-11-30T14:55:44.793532;284.9
2022-11-30T14:55:45.313761;282.2
2022-11-30T14:55:45.834080;279.4
2022-11-30T14:55:46.352389;276.7
2022-11-30T14:55:46.883268;274.1
2022-11-30T14:55:47.408500;271.3
2022-11-30T14:55:47.928605;268.7
2022-11-30T14:55:48.459453;266.1
2022-11-30T14:55:48.990724;263.2
2022-11-30T14:55:49.522435;261.0
2022-11-30T14:55:50.050653;258.2
2022-11-30T14:55:50.585662;255.8
2022-11-30T14:55:51.117339;253.4
2022-11-30T14:55:51.649823;250.9
2022-11-30T14:55:52.178533;248.7
2022-11-30T14:56:08.564463;191.7
2022-11-30T14:56:25.080506;230.0
2022-11-30T14:56:41.798134;400.0
2022-11-30T14:56:42.330222;400.0
2022-11-30T14:56:42.849704;400.0
2022-11-30T14:56:43.367616;400.0
2022-11-30T14:56:43.888585;400.0
2022-11-30T14:56:44.420013;398.7
2022-11-30T14:56:44.940290;394.9
2022-11-30T14:56:45.474133;391.0
2022-11-30T14:56:45.995270;386.8
2022-11-30T14:56:46.511873;383.0
2022-11-30T14:56:47.032648;379.2
2022-11-30T14:56:47.554422;375.3
2022-11-30T14:56:48.074241;371.6
2022-11-30T14:56:48.594530;367.8
2022-11-30T14:56:49.126001;364.0
2022-11-30T14:56:49.644649;360.5
2022-11-30T14:56:50.162453;357.1
2022-11-30T14:56:50.697518;353.6
2022-11-30T14:56:51.220540;350.2
2022-11-30T14:56:51.745467;346.7
2022-11-30T14:56:52.262481;343.4
2022-11-30T14:56:52.792072;339.9
2022-11-30T14:56:53.309184;336.7
2022-11-30T14:56:53.841823;333.4
2022-11-30T14:56:54.376412;330.0
2022-11-30T14:56:54.908883;326.9
2022-11-30T14:56:55.429145;324.0
2022-11-30T14:56:55.962148;320.8
2022-11-30T14:56:56.494410;317.9
2022-11-30T14:56:57.015221;315.0
2022-11-30T14:56:57.548936;312.1
2022-11-30T14:56:58.066253;309.2
2022-11-30T14:56:58.582892;306.4
2022-11-30T14:56:59.103116;303.5
2022-11-30T14:56:59.625279;300.5
2022-11-30T14:57:00.146129;297.9
2022-11-30T14:57:00.664306;295.0
2022-11-30T14:57:01.186005;292.1
2022-11-30T14:57:01.705053;289.4
2022-11-30T14:57:02.223263;286.6
2022-11-30T14:57:02.756610;284.2
2022-11-30T14:57:03.289894;281.7
2022-11-30T14:57:03.819841;279.1
2022-11-30T14:57:04.338267;276.5
2022-11-30T14:57:04.871630;274.2
2022-11-30T14:57:05.401719;271.5
2022-11-30T14:57:05.934946;269.0
2022-11-30T14:57:06.467014;266.4
2022-11-30T14:57:06.990102;263.9
2022-11-30T14:57:07.506704;261.5
2022-11-30T14:57:08.038482;259.0
2022-11-30T14:57:08.558676;256.7
2022-11-30T14:57:09.079111;254.5
2022-11-30T14:57:09.600422;252.2
2022-11-30T14:57:10.121450;250.1
2022-11-30T14:57:10.641894;248.0
2022-11-30T14:57:27.106037;281.3
2022-11-30T14:57:27.641867;275.5
2022-11-30T14:57:28.161507;271.6
2022-11-30T14:57:28.682236;268.2
2022-11-30T14:57:29.203656;264.8
2022-11-30T14:57:29.723883;261.9
2022-11-30T14:57:30.244173;259.1
2022-11-30T14:57:30.763859;256.3
2022-11-30T14:57:31.278728;253.9
2022-11-30T14:57:31.799899;251.2
2022-11-30T14:57:32.320309;248.9
2022-11-30T14:57:48.991815;302.4
2022-11-30T14:57:49.534308;319.0
2022-11-30T14:57:50.054194;311.8
2022-11-30T14:57:50.584010;308.4
2022-11-30T14:57:51.114501;305.9
2022-11-30T14:57:51.646750;303.0
2022-11-30T14:57:52.180550;300.3
2022-11-30T14:57:52.710585;297.6
2022-11-30T14:57:53.231290;294.9
2022-11-30T14:57:53.753882;292.3
2022-11-30T14:57:54.287733;289.5
2022-11-30T14:57:54.808182;286.7
2022-11-30T14:57:55.327258;284.1
2022-11-30T14:57:55.847456;281.5
2022-11-30T14:57:56.378067;278.8
2022-11-30T14:57:56.902259;276.3
2022-11-30T14:57:57.421773;273.9
2022-11-30T14:57:57.954757;271.3
2022-11-30T14:57:58.471353;269.0
2022-11-30T14:57:59.003403;266.6
2022-11-30T14:57:59.535347;264.3
2022-11-30T14:58:00.066651;262.1
2022-11-30T14:58:00.597968;259.6
2022-11-30T14:58:01.128783;257.2
2022-11-30T14:58:01.660636;254.9
2022-11-30T14:58:02.190005;252.7
2022-11-30T14:58:02.724097;250.3
2022-11-30T14:58:03.244056;248.2
2022-11-30T14:58:19.966656;237.6
2022-11-30T14:58:36.450941;400.0
2022-11-30T14:58:36.978549;400.0
2022-11-30T14:58:37.506598;400.0
2022-11-30T14:58:38.039881;400.0
2022-11-30T14:58:38.567539;400.0
2022-11-30T14:58:39.101234;400.0
2022-11-30T14:58:39.623173;400.0
2022-11-30T14:58:40.154639;400.0
2022-11-30T14:58:40.687492;400.0
2022-11-30T14:58:41.218197;399.3
2022-11-30T14:58:41.739495;392.6
2022-11-30T14:58:42.270450;385.7
2022-11-30T14:58:42.797978;378.8
2022-11-30T14:58:43.313493;372.5
2022-11-30T14:58:43.833128;366.2
2022-11-30T14:58:44.357365;359.7
2022-11-30T14:58:44.880452;353.7
2022-11-30T14:58:45.399776;347.6
2022-11-30T14:58:45.921677;342.0
2022-11-30T14:58:46.437639;336.0
2022-11-30T14:58:46.956456;330.5
2022-11-30T14:58:47.475279;325.1
2022-11-30T14:58:47.996865;320.0
2022-11-30T14:58:48.521686;315.2
2022-11-30T14:58:49.053106;310.2
2022-11-30T14:58:49.585228;305.5
2022-11-30T14:58:50.118223;300.8
2022-11-30T14:58:50.648997;296.2
2022-11-30T14:58:51.180530;291.9
2022-11-30T14:58:51.699651;287.5
2022-11-30T14:58:52.219880;283.4
2022-11-30T14:58:52.755295;279.3
2022-11-30T14:58:53.274689;275.4
2022-11-30T14:58:53.809287;271.5
2022-11-30T14:58:54.342542;267.8
2022-11-30T14:58:54.860387;264.0
2022-11-30T14:58:55.376801;260.5
2022-11-30T14:58:55.911336;256.8
2022-11-30T14:58:56.431878;253.4
2022-11-30T14:58:56.951912;250.0
2022-11-30T14:59:15.645929;222.3
2022-11-30T14:59:31.867221;333.1
2022-11-30T14:59:32.394844;342.2
2022-11-30T14:59:32.915994;335.1
2022-11-30T14:59:33.439568;331.5
2022-11-30T14:59:33.960005;328.0
2022-11-30T14:59:34.478424;324.7
2022-11-30T14:59:34.998220;320.8
2022-11-30T14:59:35.515772;317.0
2022-11-30T14:59:36.035893;313.6
2022-11-30T14:59:36.554132;310.4
2022-11-30T14:59:37.090147;307.2
2022-11-30T14:59:37.612733;303.8
2022-11-30T14:59:38.144574;300.7
2022-11-30T14:59:38.664642;297.5
2022-11-30T14:59:39.188286;294.6
2022-11-30T14:59:39.712403;291.7
2022-11-30T14:59:40.231496;288.7
2022-11-30T14:59:40.765386;285.8
2022-11-30T14:59:41.300193;283.0
2022-11-30T14:59:41.831831;280.0
2022-11-30T14:59:42.352843;277.2
2022-11-30T14:59:42.884521;274.6
2022-11-30T14:59:43.400677;272.2
2022-11-30T14:59:43.933979;269.5
2022-11-30T14:59:44.468271;266.9
2022-11-30T14:59:44.988392;264.4
2022-11-30T14:59:45.508470;261.9
2022-11-30T14:59:46.029027;259.4
2022-11-30T14:59:46.548185;257.1
2022-11-30T14:59:47.078197;254.6
2022-11-30T14:59:47.600177;252.0
2022-11-30T14:59:48.134470;249.6
2022-11-30T15:00:04.642668;285.0
2022-11-30T15:00:05.168035;282.5
2022-11-30T15:00:05.702758;280.4
2022-11-30T15:00:06.231633;278.0
2022-11-30T15:00:06.751802;276.1
2022-11-30T15:00:07.268736;273.8
2022-11-30T15:00:07.801908;271.5
2022-11-30T15:00:08.321935;269.5
2022-11-30T15:00:08.839226;267.4
2022-11-30T15:00:09.371318;265.2
2022-11-30T15:00:09.889830;262.9
2022-11-30T15:00:10.405000;261.4
2022-11-30T15:00:10.926743;259.4
2022-11-30T15:00:11.468888;257.6
2022-11-30T15:00:11.999685;255.7
2022-11-30T15:00:12.530248;253.4
2022-11-30T15:00:13.062918;251.9
2022-11-30T15:00:13.594164;250.2
2022-11-30T15:00:14.127292;248.3
2022-11-30T15:00:30.624880;317.9
2022-11-30T15:00:31.149380;308.9
2022-11-30T15:00:31.681738;302.2
2022-11-30T15:00:32.199477;296.4
2022-11-30T15:00:32.726888;291.0
2022-11-30T15:00:33.256942;285.9
2022-11-30T15:00:33.776105;281.2
2022-11-30T15:00:34.291814;276.6
2022-11-30T15:00:34.812972;272.4
2022-11-30T15:00:35.344463;268.2
2022-11-30T15:00:35.864310;264.3
2022-11-30T15:00:36.397053;260.4
2022-11-30T15:00:36.917441;256.6
2022-11-30T15:00:37.459211;253.0
2022-11-30T15:00:37.989153;249.6
2022-11-30T15:00:54.716226;233.7
2022-11-30T15:01:11.215013;235.5
2022-11-30T15:01:27.865906;400.0
2022-11-30T15:01:28.393497;400.0
2022-11-30T15:01:28.910285;400.0
2022-11-30T15:01:29.429301;400.0
2022-11-30T15:01:29.950377;400.0
2022-11-30T15:01:30.480619;400.0
2022-11-30T15:01:31.010810;400.0
2022-11-30T15:01:31.535131;400.0
2022-11-30T15:01:32.065857;400.0
2022-11-30T15:01:32.586254;400.0
2022-11-30T15:01:33.108377;400.0
2022-11-30T15:01:33.627668;400.0
2022-11-30T15:01:34.162375;400.0
2022-11-30T15:01:34.701878;400.0
2022-11-30T15:01:35.243643;400.0
2022-11-30T15:01:35.776737;400.0
2022-11-30T15:01:36.307429;400.0
2022-11-30T15:01:36.838922;400.0
2022-11-30T15:01:37.354064;398.5
2022-11-30T15:01:37.886894;395.5
2022-11-30T15:01:38.417076;392.4
2022-11-30T15:01:38.947983;389.4
2022-11-30T15:01:39.482495;386.4
2022-11-30T15:01:40.016228;383.7
2022-11-30T15:01:40.532501;380.8
2022-11-30T15:01:41.051027;377.9
2022-11-30T15:01:41.586745;375.2
2022-11-30T15:01:42.110557;372.5
2022-11-30T15:01:42.644449;369.6
2022-11-30T15:01:43.165769;366.8
2022-11-30T15:01:43.699774;363.9
2022-11-30T15:01:44.233381;361.4
2022-11-30T15:01:44.753725;358.4
2022-11-30T15:01:45.278116;355.9
2022-11-30T15:01:45.801672;353.2
2022-11-30T15:01:46.318599;350.6
2022-11-30T15:01:46.852476;347.8
2022-11-30T15:01:47.370738;345.3
2022-11-30T15:01:47.905973;342.8
2022-11-30T15:01:48.440515;340.1
2022-11-30T15:01:48.971887;337.4
2022-11-30T15:01:49.504716;335.0
2022-11-30T15:01:50.035760;332.5
2022-11-30T15:01:50.558212;330.0
2022-11-30T15:01:51.080197;327.6
2022-11-30T15:01:51.600987;325.4
2022-11-30T15:01:52.130728;323.1
2022-11-30T15:01:52.655590;320.3
2022-11-30T15:01:53.177080;318.1
2022-11-30T15:01:53.698035;316.0
2022-11-30T15:01:54.215264;314.0
2022-11-30T15:01:54.729912;311.8
2022-11-30T15:01:55.248796;309.5
2022-11-30T15:01:55.779037;307.3
2022-11-30T15:01:56.294091;305.3
2022-11-30T15:01:56.813396;302.8
2022-11-30T15:01:57.331825;300.5
2022-11-30T15:01:57.858285;298.6
2022-11-30T15:01:58.382046;296.7
2022-11-30T15:01:58.912469;294.6
2022-11-30T15:01:59.439622;292.6
2022-11-30T15:01:59.972609;290.6
2022-11-30T15:02:00.507764;288.6
2022-11-30T15:02:01.026763;286.7
2022-11-30T15:02:01.547170;284.8
2022-11-30T15:02:02.071360;283.0
2022-11-30T15:02:02.601313;281.1
2022-11-30T15:02:03.124482;279.1
2022-11-30T15:02:03.656378;277.3
2022-11-30T15:02:04.185855;275.5
2022-11-30T15:02:04.710314;273.6
2022-11-30T15:02:05.241428;271.7
2022-11-30T15:02:05.763319;269.9
2022-11-30T15:02:06.285338;268.0
2022-11-30T15:02:06.806238;266.4
2022-11-30T15:02:07.322753;264.5
2022-11-30T15:02:07.843138;262.9
2022-11-30T15:02:08.363639;261.2
2022-11-30T15:02:08.886592;259.5
2022-11-30T15:02:09.406667;257.8
2022-11-30T15:02:09.928234;256.2
2022-11-30T15:02:10.451083;254.6
2022-11-30T15:02:10.992530;252.8
2022-11-30T15:02:11.511553;251.3
2022-11-30T15:02:12.041968;249.7
2022-11-30T15:02:28.426854;230.8
2022-11-30T15:02:44.660976;400.0
2022-11-30T15:02:45.184743;400.0
2022-11-30T15:02:45.705715;400.0
2022-11-30T15:02:46.224522;400.0
2022-11-30T15:02:46.743215;400.0
2022-11-30T15:02:47.271450;400.0
2022-11-30T15:02:47.805616;400.0
2022-11-30T15:02:48.337844;400.0
2022-11-30T15:02:48.871369;400.0
2022-11-30T15:02:49.393829;400.0
2022-11-30T15:02:49.929452;400.0
2022-11-30T15:02:50.449884;400.0
2022-11-30T15:02:50.979138;400.0
2022-11-30T15:02:51.514174;398.0
2022-11-30T15:02:52.035143;392.9
2022-11-30T15:02:52.554312;388.1
2022-11-30T15:02:53.090739;382.9
2022-11-30T15:02:53.609005;378.2
2022-11-30T15:02:54.142947;373.8
2022-11-30T15:02:54.661857;369.6
2022-11-30T15:02:55.186575;365.4
2022-11-30T15:02:55.730305;361.1
2022-11-30T15:02:56.260381;357.3
2022-11-30T15:02:56.797080;353.2
2022-11-30T15:02:57.328913;349.3
2022-11-30T15:02:57.861587;345.6
2022-11-30T15:02:58.379976;342.1
2022-11-30T15:02:58.913158;338.4
2022-11-30T15:02:59.447655;335.3
2022-11-30T15:02:59.983476;332.0
2022-11-30T15:03:00.502790;328.7
2022-11-30T15:03:01.034274;325.6
2022-11-30T15:03:01.564733;322.5
2022-11-30T15:03:02.082513;319.4
2022-11-30T15:03:02.612522;316.4
2022-11-30T15:03:03.130391;313.7
2022-11-30T15:03:03.652123;310.8
2022-11-30T15:03:04.178060;308.2
2022-11-30T15:03:04.708290;305.3
2022-11-30T15:03:05.224465;302.5
2022-11-30T15:03:05.755571;299.9
2022-11-30T15:03:06.283369;297.5
2022-11-30T15:03:06.814182;294.8
2022-11-30T15:03:07.330568;292.1
2022-11-30T15:03:07.855038;290.0
2022-11-30T15:03:08.372612;287.4
2022-11-30T15:03:08.905429;285.0
2022-11-30T15:03:09.434548;282.7
2022-11-30T15:03:09.955846;280.5
2022-11-30T15:03:10.474932;278.1
2022-11-30T15:03:11.009313;275.7
2022-11-30T15:03:11.541213;273.3
2022-11-30T15:03:12.061519;271.2
2022-11-30T15:03:12.580761;268.8
2022-11-30T15:03:13.100980;266.6
2022-11-30T15:03:13.633185;264.7
2022-11-30T15:03:14.158073;262.8
2022-11-30T15:03:14.678179;260.8
2022-11-30T15:03:15.198472;258.5
2022-11-30T15:03:15.718198;256.4
2022-11-30T15:03:16.236937;254.5
2022-11-30T15:03:16.778815;252.6
2022-11-30T15:03:17.293846;250.5
2022-11-30T15:03:17.825867;248.6
2022-11-30T15:03:36.221712;175.7
2022-11-30T15:03:52.435638;213.2
2022-11-30T15:04:08.747040;336.5
2022-11-30T15:04:09.271472;332.6
2022-11-30T15:04:09.789104;330.3
2022-11-30T15:04:10.303991;327.3
2022-11-30T15:04:10.837949;324.6
2022-11-30T15:04:11.366899;321.8
2022-11-30T15:04:11.898917;318.9
2022-11-30T15:04:12.419204;316.6
2022-11-30T15:04:12.939440;313.8
2022-11-30T15:04:13.471300;311.2
2022-11-30T15:04:13.990534;308.7
2022-11-30T15:04:14.513168;306.3
